rank,admin1,admin2,wp_low_mean,SAH_State_Type,SAH_State_Date,acronym,governor,political-party,population,SAH,SAH-notes,county-state,SAH-start-date,SAH-end-date,source-URL,NE-bus-sus,start-date,source-URL_1,Pub-school-closed,start-date_1,source-URL_2
193,Virginia,Spotsylvania County,-35.93,Stay at home,3/30/2020,,Ralph Northam,Democratic,134011,,,,,,,,,,,,
194,Connecticut,Fairfield County,-35.86,Stay at home,3/23/2020,CT,Ned Lamont,Democratic,943971,,"stat safe, stay home",,,,,,,,,,
195,Alabama,Crenshaw County,-35.75,Stay at home,4/4/2020,,Kay Ivey,Republican,13825,,,,,,,,,,,,
195,Georgia,Glynn County,-35.75,Shelter in place,4/3/2020,,Brian Kemp,Republican,84975,,,,,,,,,,,,
195,South Carolina,Dorchester County,-35.75,Stay at home ,4/7/2020,,Henry McMaster,Republican,160718,,,,,,,,,,,,
196,Alabama,Tuscaloosa County,-35.74,Stay at home,4/4/2020,,Kay Ivey,Republican,208319,,,,,,,,,,,,
197,Virginia,Richmond,-35.71,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
198,Texas,Bastrop County,-35.65,Stay at home,4/2/2020,,Greg Abbott,Republican,86595,,,,,,,,,,,,
198,Texas,El Paso County,-35.65,Stay at home,4/2/2020,,Greg Abbott,Republican,836825,,,,,,,,,,,,
199,Montana,Madison County,-35.64,Stay at home,3/28/2020,,Steve Bullock,Democratic,8530,,,,,,,,,,,,
200,Pennsylvania,Snyder County,-35.6,Stay at home,4/1/2020,,Tom Wolf,Democratic,40518,,,,,,,,,,,,
201,Texas,Zapata County,-35.52,Stay at home,4/2/2020,,Greg Abbott,Republican,14149,,,,,,,,,,,,
202,Massachusetts,Essex County,-35.5,Stay at home advisory,3/24/2020,,Charles D. Baker,Republican,788183,,,,,,,,,,,,
202,New York,Nassau County,-35.5,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,1357534,,,,,,,,,,,,
202,Wisconsin,Bayfield County,-35.5,Stay at home,3/25/2020,,Tony Evers,Democratic,15026,,,,,,,,,,,,
203,South Carolina,Beaufort County,-35.45,Stay at home ,4/7/2020,,Henry McMaster,Republican,188876,,,,,,,,,,,,
204,Virginia,King George County,-35.43,Stay at home,3/30/2020,,Ralph Northam,Democratic,26612,,,,,,,,,,,,
205,Rhode Island,Kent County,-35.42,Stay at home,3/28/2020,RI,Gina Raimondo,Democratic,164053,Yes,,,3/28/2020,5/8/2020,https://whdh.com/news/ri-stay-at-home-orders-extended-to-may-8-providence-parks-closed/,,,,,,
206,New Jersey,Burlington County,-35.4,Stay at home,3/21/2020,,Phil Murphy,Democratic,444745,,,,,,,,,,,,
207,Virginia,Chesterfield County,-35.36,Stay at home,3/30/2020,,Ralph Northam,Democratic,348281,,,,,,,,,,,,
208,Montana,Missoula County,-35.33,Stay at home,3/28/2020,MT,Steve Bullock,Democratic,118640,,,,,,https://missoulian.com/news/local/missoula-county-keeps-stringent-covid-19-restrictions/article_a42fa75f-e3cf-55ba-b1f6-7e5006882621.html,,,,,,
208,Pennsylvania,Luzerne County,-35.33,Stay at home,4/1/2020,,Tom Wolf,Democratic,317859,,,,,,,,,,,,
209,Rhode Island,Providence County,-35.25,Stay at home,3/28/2020,RI,Gina Raimondo,Democratic,636953,Yes,,,3/28/2020,5/8/2020,https://whdh.com/news/ri-stay-at-home-orders-extended-to-may-8-providence-parks-closed/,,,,,,
210,Colorado,Adams County,-35.22,Stay at home,3/26/2020,,Jared Polis,Democratic,511354,,,,,,,,,,,,
211,New Jersey,Essex County,-35.2,Stay at home,3/21/2020,,Phil Murphy,Democratic,798570,,,,,,,,,,,,
211,South Carolina,Greenville County,-35.2,Stay at home ,4/7/2020,SC,Henry McMaster,Republican,514621,Yes,home or work order,,4/7/2020,4/20/2020,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-04-20%20eFILED%20Executive%20Order%20No.%202020-28%20-%20Modification%20of%20Restrictions%20for%20Public%20Beaches%20%26%20Waters%20%26%20Incremental%20Modification%20of%20Non-Essential%20Business%20Closures.pdf,,,,,,
212,Georgia,Houston County,-35.19,Shelter in place,4/3/2020,,Brian Kemp,Republican,155523,,,,,,,,,,,,
212,Texas,Webb County,-35.19,Stay at home,4/2/2020,,Greg Abbott,Republican,275120,,,,,,,,,,,,
213,New York,Albany County,-35.17,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,306585,,,,,,,,,,,,
213,Texas,Brazos County,-35.17,Stay at home,4/2/2020,,Greg Abbott,Republican,225781,,,,,,,,,,,,
214,Idaho,Valley County,-35.14,Stay at home,3/25/2020,,Brad Little,Republican,11021,,,,,,,,,,,,
214,Indiana,Howard County,-35.14,Stay at home,3/24/2020,,Eric Holcomb,Republican,82257,,,,,,,,,,,,
215,Pennsylvania,Wayne County,-35.13,Stay at home,4/1/2020,,Tom Wolf,Democratic,51395,,,,,,,,,,,,
216,New Hampshire,Strafford County,-35.1,Stay at home,3/27/2020,,Chris Sununu,Republican,129797,,,,,,,,,,,,
217,North Carolina,Buncombe County,-35.08,Stay at home,3/30/2020,,Roy Cooper,Democratic,259259,,,,,,,,,,,,
218,Nevada,Carson City,-35.07,Stay at home,4/1/2020,,Steve Sisolak,Democratic,55202,,,,,,,,,,,,
219,Alabama,Lee County,-35.05,Stay at home,4/4/2020,,Kay Ivey,Republican,163656,,,,,,,,,,,,
220,Maryland,Harford County,-35,Stay at home,3/30/2020,,Larry Hogan,Republican,253882,,,,,,,,,,,,
220,New Hampshire,Grafton County,-35,Stay at home,3/27/2020,,Chris Sununu,Republican,89701,,,,,,,,,,,,
220,Pennsylvania,Cambria County,-35,Stay at home,4/1/2020,,Tom Wolf,Democratic,131449,,,,,,,,,,,,
221,Nevada,Lander County,-34.96,Stay at home,4/1/2020,,Steve Sisolak,Democratic,5547,,,,,,,,,,,,
222,Pennsylvania,Carbon County,-34.93,Stay at home,4/1/2020,,Tom Wolf,Democratic,64175,,,,,,,,,,,,
223,Alaska,Ketchikan Gateway,-34.9,Stay at home,3/28/2020,,Mike Dunleavy,Republican,,,,,,,,,,,,,
224,South Carolina,Lancaster County,-34.86,Stay at home ,4/7/2020,,Henry McMaster,Republican,95035,,,,,,,,,,,,
225,New York,Rensselaer County,-34.8,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,159283,,,,,,,,,,,,
225,Wisconsin,Forest County,-34.8,Stay at home,3/25/2020,,Tony Evers,Democratic,8977,,,,,,,,,,,,
226,Alabama,Lowndes County,-34.75,Stay at home,4/4/2020,,Kay Ivey,Republican,9974,,,,,,,,,,,,
227,Pennsylvania,Clarion County,-34.73,Stay at home,4/1/2020,,Tom Wolf,Democratic,38672,,,,,,,,,,,,
227,Pennsylvania,Lawrence County,-34.73,Stay at home,4/1/2020,,Tom Wolf,Democratic,86128,,,,,,,,,,,,
228,Tennessee,Wilson County,-34.71,Stay at home,3/31/2020,,Bill Lee,Republican,140954,,,,,,,,,,,,
229,Kentucky,Scott County,-34.67,Healthy at home,3/26/2020,,Andy Beshear,Democratic,55968,,,,,,,,,,,,
229,Minnesota,St. Louis County,-34.67,Stay at home,3/27/2020,,Tim Walz,Democratic,199685,,,,,,,,,,,,
229,Pennsylvania,Blair County,-34.67,Stay at home,4/1/2020,,Tom Wolf,Democratic,122503,,,,,,,,,,,,
229,Pennsylvania,Wyoming County,-34.67,Stay at home,4/1/2020,,Tom Wolf,Democratic,27087,,,,,,,,,,,,
230,New Hampshire,Hillsborough County,-34.64,Stay at home,3/27/2020,NH,Chris Sununu,Republican,414630,Yes,PX,,3/13/2020,5/4/2020,https://www.unionleader.com/news/health/coronavirus/gov-extends-emergency-declaration-stay-home-order-still-in-place/article_dd130f32-3c6d-5e70-859c-0a72de48481d.html,,,,,,
231,Texas,Maverick County,-34.59,Stay at home,4/2/2020,,Greg Abbott,Republican,58276,,,,,,,,,,,,
232,Washington,Snohomish County,-34.57,Stay at home,3/23/2020,,Jay Inslee,Democratic,813059,,,,,,,,,,,,
233,Colorado,Chaffee County,-34.56,Stay at home,3/26/2020,,Jared Polis,Democratic,20041,,,,,,,,,,,,
233,Texas,Comal County,-34.56,Stay at home,4/2/2020,,Greg Abbott,Republican,148141,,,,,,,,,,,,
234,Illinois,Will County,-34.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,691149,,,,,,,,,,,,
234,Michigan,Ingham County,-34.5,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,291612,,,,,,,,,,,,
235,Arizona,Apache County,-34.47,Stay at home,3/31/2020,,Doug Ducey,Republican,71731,,,,,,,,,,,,
235,Arizona,Maricopa County,-34.47,Stay at home,3/31/2020,AZ,Doug Ducey,Republican,4402403,Yes,,,3/31/2020,4/30/2020,https://azgovernor.gov/sites/default/files/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0.pdf,Yes,3/31/2020,https://azgovernor.gov/sites/default/files/eo_2020-18_stay_home_stay_healthy_stay_connected_1.0.pdf,Yes,3/7/2020,https://www.cusd80.com/cms/lib/AZ01001175/Centricity/Domain/104/Approved_CALENDAR_2019-20.pdf
235,Texas,Kaufman County,-34.47,Stay at home,4/2/2020,,Greg Abbott,Republican,128279,,,,,,,,,,,,
236,Missouri,Jefferson County,-34.37,Stay at home,4/6/2020,,Mike Parson,Republican,224410,,,,,,,,,,,,
237,Minnesota,Pine County,-34.33,Stay at home,3/27/2020,,Tim Walz,Democratic,29468,,,,,,,,,,,,
237,New York,Putnam County,-34.33,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,98814,,,,,,,,,,,,
237,Wisconsin,Waukesha County,-34.33,Stay at home,3/25/2020,,Tony Evers,Democratic,402522,,,,,,,,,,,,
238,Virginia,Virginia Beach,-34.31,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
239,Ohio,Franklin County,-34.29,Stay at home,3/23/2020,OH,Richard Michael DeWine,Republican,1307698,,,,,,,,,,,,
240,Pennsylvania,Mercer County,-34.27,Stay at home,4/1/2020,,Tom Wolf,Democratic,110471,,,,,,,,,,,,
241,Michigan,Wayne County,-34.25,Stay at home,3/24/2020,MI,Gretchen Whitmer,Democratic,1754453,,,,,,,,,,,,
242,Kentucky,Fayette County,-34.22,Healthy at home,3/26/2020,KY,Andy Beshear,Democratic,322426,,healthy at home,,,,,,,,,,
243,Montana,Lewis and Clark County,-34.18,Stay at home,3/28/2020,,Steve Bullock,Democratic,68622,,,,,,,,,,,,
244,Idaho,Teton County,-34.14,Stay at home,3/25/2020,,Brad Little,Republican,11651,,,,,,,,,,,,
245,Tennessee,White County,-34.11,Stay at home,3/31/2020,,Bill Lee,Republican,27086,,,,,,,,,,,,
246,Pennsylvania,McKean County,-34.07,Stay at home,4/1/2020,,Tom Wolf,Democratic,40950,,,,,,,,,,,,
246,Tennessee,Knox County,-34.07,Stay at home,3/31/2020,,Bill Lee,Republican,466258,,,,,,,,,,,,
247,Georgia,Coweta County,-34.06,Shelter in place,4/3/2020,,Brian Kemp,Republican,145998,,,,,,,,,,,,
248,Illinois,Kendall County,-34,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,127717,,,,,,,,,,,,
248,Maine,Oxford County,-34,Stay at home,4/2/2020,,Janet T. Mills,Democratic,57754,,,,,,,,,,,,
248,Mississippi,Jackson County,-34,Shelter in place,4/3/2020,,Tate Reeves,Republican,143127,,,,,,,,,,,,
248,New York,Monroe County,-34,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,742864,,,,,,,,,,,,
248,Texas,Guadalupe County,-34,Stay at home,4/2/2020,,Greg Abbott,Republican,163276,,,,,,,,,,,,
249,Virginia,Powhatan County,-33.93,Stay at home,3/30/2020,,Ralph Northam,Democratic,29210,,,,,,,,,,,,
250,Missouri,Cass County,-33.9,Stay at home,4/6/2020,,Mike Parson,Republican,104769,,,,,,,,,,,,
250,South Carolina,Horry County,-33.9,Stay at home ,4/7/2020,,Henry McMaster,Republican,344105,,,,,,,,,,,,
251,Georgia,Douglas County,-33.89,Shelter in place,4/3/2020,,Brian Kemp,Republican,145024,,,,,,,,,,,,
251,Wisconsin,Ozaukee County,-33.89,Stay at home,3/25/2020,,Tony Evers,Democratic,89059,,,,,,,,,,,,
252,Maine,Waldo County,-33.88,Stay at home,4/2/2020,,Janet T. Mills,Democratic,39657,,,,,,,,,,,,
252,Michigan,Livingston County,-33.88,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,191190,,,,,,,,,,,,
252,New Mexico,Santa Fe County,-33.88,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,149761,,,,,,,,,,,,
252,Vermont,Windsor County,-33.88,Stay at home,3/25/2020,,Phil Scott,Republican,55204,,,,,,,,,,,,
253,Pennsylvania,Columbia County,-33.87,Stay at home,4/1/2020,,Tom Wolf,Democratic,65215,,,,,,,,,,,,
254,Florida,Sarasota County,-33.82,Stay at home,4/3/2020,,Ron DeSantis,Republican,426329,,,,,,,,,,,,
254,Texas,Willacy County,-33.82,Stay at home,4/2/2020,,Greg Abbott,Republican,21450,,,,,,,,,,,,
255,Maine,Penobscot County,-33.81,Stay at home,4/2/2020,,Janet T. Mills,Democratic,151817,,,,,,,,,,,,
256,Alabama,Montgomery County,-33.78,Stay at home,4/4/2020,,Kay Ivey,Republican,226504,,,,,,,,,,,,
256,Georgia,Chatham County,-33.78,Shelter in place,4/3/2020,,Brian Kemp,Republican,289166,,,,,,,,,,,,
256,Georgia,Lee County,-33.78,Shelter in place,4/3/2020,,Brian Kemp,Republican,29751,,,,,,,,,,,,
256,Vermont,Windham County,-33.78,Stay at home,3/25/2020,,Phil Scott,Republican,42635,,,,,,,,,,,,
257,Delaware,New Castle County,-33.75,Shelter in place,3/24/2020,DE,John C. Carney Jr.,Democratic,557550,Yes,,,3/24/2020,5/15/2020,https://attorneygeneral.delaware.gov/public/covid-19-faqs-delawares-stay-at-home-orders/,,,,,,
